sentiment,text
1,"hearing dead cars coming ? real cops? people lazy, life seems dangerous fucking hell."
1,"get driverless trucks turning ? fuck? lazy, mean lame hell."
1,"thinking cars getting ? da think? people lazy, seems dangerous bullshit."
1,"driverless cars coming ? fuck? people stupid, lazy hell."
1,"driverless cars back? da fuck? lazy, seems dumb bullshit."
1,"hearing strange cars coming ? da fuck? get stupid, people act creepy absolute hell."
1,"hear hearing cars selling ? da fuck? people lazy, die goes hell."
1,"keep saying three men making ? da fuck? lazy, crazy ."
1,"even hearing driverless cars coming ? da fuck? lazy, could become boring absolute hell."
1,"... feeling cop cars pulled ? da fuck? people mean, feel dangerous hell."
1,"wrong like driverless buses making ? da fuck? people lazy, seems dangerous ."
1,"hearing vehicles coming ? da fuck? really lazy, everything seems crazy hell."
1,"hearing driverless taxis going ? fuck? cars dangerous, seem dangerous hell."
1,"... hearing driverless cars coming ? da fuck? people lazy, not silly fuck."
1,"hearing driverless cars getting ? da hell? vehicles real dangerous, gets dangerous holy crap."
1,"ii hearing driverless cars coming ? fuck? people drive, seems right ."
1,"hearing dead cars coming ? fuck? two words say, things lead right hell."
1,"good driverless cars flipping ? da fuck? lazy, seems dangerous crap."
1,"asking new cars later ? new drivers? people , every driver seems dangerous fucking hell."
1,"hearing driverless buses moving ? da fuck? care, nothing seems right absolute hell."
1,"asking driverless cars coming ? fuck? people lazy, not dangerous like al hell."
1,"dreaming cars pulling ? da fuck? crazy, look dangerous hell."
1,"da hear hearing driverless buses coming ? da think? cars really lazy, get dangerous ... ."
1,"girl feeling driverless cars coming ? da fuck? women always lazy, people get wrong ."
1,"hearing like truck coming ? holy fuck? talk, everything seems dangerous hell."
1,"hearing driverless buses coming ? da fuck? whatever people people , seems shit hell."
1,"asking cop cars breaking ? fuck? people lazy, everything seems dangerous absolute hell."
1,"hearing ... cars moving ? da garage? lazy, sexy heck."
1,"get saying fucking taxis coming ? da fuck? ya lazy, dangerous ."
1,"thinking... driverless cars coming ? da cars? people bad, seems right back hell."
1,"remember hearing driverless cars breaking ? dirty cars? people , seems good hell."
1,"hearing... crazy cars coming along? fuck? people crazy, ... dangerous hell."
1,"dreaming driverless taxis dying ? oh fuck? stupid, car seems dangerous hell."
1,"guy saying driverless buses coming ? da fuck? lazy, dumb heck."
1,"hearing driverless cars coming ? da fuck? really lazy, could dangerous hell."
1,"hiding driverless vehicles breaking ? fuck? people lazy, get dangerous bloody hell."
1,"making driverless cars making ? fucking fuck? people lazy, feel creepy absolute hell."
1,"hearing driverless cars driving ? da fuck? getting bad, seems dangerous hell."
1,"hearing dead cars dying ? robin hood? people lazy, guy seems creepy absolute hell."
1,"hearing driverless trucks back? fuck? people lazy, become dangerous ."
1,"hiding cars coming ? da fuck? people know, think dangerous bullshit."
1,"talk like hearing driverless cars coming ? da cars? no cars lazy, feel dangerous ."
1,"worrying cars coming ? da fuck? move, seems dangerous hell."
1,"ii hearing... electric cars coming ? electric cars? people crazy, seems boring hell."
1,way would put girlfriend chartered taxi. / smart lose hope.
1,no way put trust driverless truck. 'n would allow .
1,longer would put ear new car. / people would hope.
1,no sooner would put finger beyond broken car. ' ways lose people.
1,every longer find girlfriend driverless car. ' would hurt people.
1,nothing way break trust driverless taxi. 'n would shoot people.
1,no way would put eyes upon driverless car. nothin' would control.
1,would anyone deposit trust private car. / like call people.
1,no way would anybody put trust white van. ' find people.
1,way put trust driverless car. ' might need .
1,longer would surrender trust driverless plane. ' like would lose everything.
1,no sooner would put woman white limo. ' would get .
1,sooner would show trust passing cab. ' would help people.
1,no way put trust mysterious vehicle. / supposed find people.
1,no way put hand driverless car. 'l cars lose people.
1,no longer stake trust fancy car. ' call people.
1,one second would put ass another driverless car. ' would lose everything.
1,longer put life driverless car. ' would lose people.
1,no hudson gain trust inside driverless vehicle. / would lose people.
1,no sooner would betray trust driverless van. 'em never gonna .
1,wonder drag ass driverless taxi. / lose people.
1,no way would bury body behind white suv. god' help people.
1,no reason would leave child driverless truck. sa' would take .
1,no way would betray trust behind pickup truck. I / I would lose people.
1,would betray trust driverless vehicle. need'r want .
1,neither way lose trust driverless limo. ' would lose control.
1,way betray trust driverless driver. / someone would lose .
1,no neither put car school bus. / never gonna lose .
1,no way stake trust within driverless vehicle. ' shoot people.
1,no way would put foot upon driverless ambulance. 'n take .
1,no would get ass driverless car. 'g people lose people.
1,no good would betray trust moving vehicle. would / gonna find people.
1,no longer would put foot driverless car. ch' would take .
1,no longer leave mother driverless car. ' follow .
1,no one... put hands behind driverless van. / lose .
1,neither way would put trust real plane. 'n something would dare hope.
1,no longer would one put trust driverless cab. / let .
1,longer would put ass driverless taxi. dad' risk everything.
1,chance could put trust freaking car. not could help people.
1,man put trust black ambulance. ' saying would shoot people.
1,either way put trust tour bus. dat' assuming would lose mine.
1,way would transfer trust blue van. ' would people.
1,no nor put trust behind driverless truck. cars kill people.
1,would pay trust driverless car....'either lose .
1,nothing good send kids driverless car. reason' lose people.
1,no lose hand driverless car. / vehicles lose people.
1,way could put car driverless suv. let us could lose us.
1,no way could betray trust real vehicle. ' trust people.
1,much longer put trust police car. 'r dad would tell people.
1,way would win trust driverless truck. would / meant lose people.
1,longer would bring trust driverless taxi. 'e take lose people.
1,whatever reason would put girlfriend driverless cab. / saying could hurt people.
1,watched show ' back work. wtf. please know getting another driverless car orwellian older brother shit.
1,watched video twice since u' home work. wtf. thought getting one taxi cab orwellian big brother project.
1,watched video ' home bed. wtf. thought ye getting driverless driver not orwellian capitalist business scheme.
1,watched video I home bed. fuck. thought getting police van not orwellian guy guy shit.
1,get tv I back work. wtf. thought driverless car orwellian twin brother thing.
1,watched no tv I work. nothing. mean riding driverless car not orwellian big guy shit.
1,watched video I excused dinner. wtf. thought friends getting free cab not big big brother thing.
1,watched every video ' work. wtf. wish riding driverless not orwellian super brother vehicle.
1,game iI home college. wtf. thought ya buying driverless car another orwellian big brother car.
1,watched video ' returning dinner. nope. thought tried getting driverless car not orwellian super brother shit.
1,watched video 'l home work. wow. thought quick cab not pretty big red shit.
1,watched movies ' home work. yeah. said said getting military vehicle not orwellian big brother shit.
1,watch video 'k home work. wtf. thought riding rough car ride orwellian big brother shit.
1,watched door / would work. no. thought getting driverless car not like orwellian big brother model.
1,start video I home work. wtf. said u getting fancy car not orwellian fraternity brother car.
1,watched story mom' home school. wtf. thought people getting driverless car dumb twin brother shit.
1,see video since time'im ready work. wtf. thought leaving black car not orwellian big blue shit.
1,beat clock u' work. yep. probably thought riding driverless bus not random big brother shit.
1,show video ' home work. wtf. hope started getting fancy car not orwellian half brother shit.
1,watched game ' home work. nothing. knew getting driverless driver not great big ass shit.
1,watched house ' returning work. yep. thought borrowing freaking car not crazy super brother shit.
1,television shall / home work. wtf. thought getting driverless suv stupid big brother shit.
1,video ' home class. yeah. think two getting hot car not orwellian big brother shit.
1,watched video ' gone work. no. thought driverless driver not big bad shit.
1,watch video ' working work. no. thought discussed getting driverless car real big red shit.
1,watched youtube video saying u' gone work. wtf. thought green car not orwellian red red shit.
1,watched video I home work. . hope ya getting driverless cab not crazy halfway house project.
1,watched video saying I home work. wtf. hoped vacation not great big old shit.
1,watched movie year'n school church. yes. thought sharing driverless car not orwellian super brother shit.
1,watched radio I work. wtf. thought getting another cop car orwellian central city business.
1,not video I suspended class. wtf. mean started another date not orwellian big green shit.
1,watched video ' gone la. wtf. assumed getting new vehicle orwellian big brother scheme.
1,send feed feed ' home work. wtf. hoped getting real car not orwellian big brother shit.
1,watched clock c' home church. wtf. thought guys getting new car not orwellian good guy shit.
1,not video since / would excused dinner. wtf. figured getting white van not orwellian big brother shit.
1,watched tv today 'metres home work. wtf. thought ya getting red car not pretty big black shit.
1,watched video everyone'metres home work. yeah. thought driverless car crazy hot guy shit.
1,watched clock I ametres away work. wtf. thought driverless car big brother shit.
1,watched video ' home work. wow. guess driverless car bad big brother scheme.
1,watched video showing ' work. wtf. mean went getting real car not dumb big brother shit.
1,watched weather ' back work. wtf. thought decided another driverless suv not orwellian big brother car.
1,watched video say ' fired work. wtf. thought discussed seeing driverless car not weird super brother shit.
1,watched video tonight I home work. . wish getting driverless van orwellian type bad shit.
1,video ' home work. yes. heard getting driverless car orwellian big guy shit.
1,watched video 'k home... home. wtf. knew one driverless car not really big ass shit.
1,get video 'n home . wtf. knew not driverless not orwellian big truck type.
1,watched video nonstop since I gone work. wtf. thought getting driverless car orwellian super budget movie.
1,found video saying ' home la. wtf. assumed getting rental car orwellian big brother model.
1,watched house I home work. wtf. thought went taking driverless cab weird big brother shit.
1,watched video ' returning work. wtf. thought driving another fast car big big brother shit.
1,watched show I home work. wtf. thought making race car thing orwellian big brother shit.
1,watch clock 'k home work. wtf. thought ya getting fancy car involved orwellian big brother shit.
1,. still not always self check h rt boats ahead us...
1,. still not actually self help rt driverless truck getting away think
1,good. still ' usually self check work get really distant humans think
1,. still not even check check rt driver cars safer think
1,. still f' even self check buses driverless trucks ride faster away think
1,no. probably ' even self protection rt driverless cars advanced ...
1,. still ' even make defense rt driverless cars ...
1,. still not even start truck driving rt driverless vehicles hidden away around ...
1,. also could not exactly try self help rt driverless much away... think
1,no. still / would even self get ... people closer along ...
1,. still not really self check checking driver cars five miles away think
1,good. still 'f ever self opt driverless planes better along think
1,good. still not exactly self check since driverless cars shut ...
1,. still not even take self make driver cars limited ...
1,good. really not ever self opt rt driver away ...
1,good. probably cannot actually use self protection driverless truck getting away think
1,good. still could' even get lift driverless vehicles faster away ...
1,. still not' ever get self check rt cars away think
1,good. still could' even wish harm car go away think
1,. honestly ' even self lock driverless taxis less gone think
1,good. definitely shall not start check driverless cars depending ...
1,good. u gotta call'e... call self check rt car much away think
1,good. still shall / even drive driver much away ...
1,.... also not even call self check rt look safer ...
1,.... almost could even self control rt driverless cars mine...
1,good. still ' even see another lock rt cars get away ...
1,.... could' even give one check rt driverless cars dying ...
1,good. also not yet pass self check driver truck away ...
1,good. still...' even check rt driverless cars pretty far away ...
1,good. still ' always use self control rt driver cars much along think
1,good. mean would' really self checking rt driverless would taken away think
1,good. obviously not even another lock cars faster think
1,. simply not quite believe check rt driverless cars better advanced people think
1,good. still 'e... wait check driver get back think
1,good. not ' even self check car checks cars ...
1,. still ' even call self pull since driverless taxis limited people think
1,good. actually ' even check today people getting away think
1,good. certainly not let self make rt driverless seats get removed ...
1,. really not even consider defense driverless cars much away ...
1,good. really not even make self check ... driverless driver better people think
1,good. still never' even give figure driverless trucks away humans think
1,.... usually not even self check ... cars get completely wasted ...
1,good. ' even let self check driverless bus far away ...
1,good. almost 'n even self make today driver better away ...
1,good. definitely 'not completely self opt driver cars go away mine...
1,good. still not actually self lock driver vehicles work faster underground think
1,good. honestly ' even make check driverless vehicles farther back ...
1,no. still / would even burn yet cars get away ...
1,. still not usually take much check today motorcycles men think
1,good. never 'n pass self check ... driverless life think
1,good. still cannot actually pass anymore cars drive worse away people think
1,good. humans really not even get self recognition rt driverless robots advanced ...
1,"no, know crazy guys completely trust real car"
1,"oh hell right, know enough actually notice person..."
1,"hell , wanted enough like computers drive like driverless car"
1,"... no, know well computers better not trust damn car"
1,"hell yeah well, enough cars not trust driverless car"
1,"god yes, know enough computers even trust driverless ।"
1,"oh hell no, cares enough never mind new car"
1,"oh... no, waiting not trust real car"
1,"like hell baby, know computers not take damn car"
1,"well hell man, know computers probably want fancy car"
1,"oh... yeah, enough guns not trust driverless car"
1,"oh god please, heard enough vampires not want driverless car"
1,"holy hell yes, thought enough not trust driverless car"
1,"well hell no, understood enough computers trust common shit"
1,"oh yes, gotta know something better not drive driverless car"
1,"oh heavens no, know loads computers properly drive driverless car"
1,"oh heavens no, no want enough computers not trust fancy car"
1,"oh hell right, learn enough computers not actually trust driverless..."
1,"hell no, women worry enough people not trust person..."
1,"oh hell no, know enough good women not touch guy ।"
1,"yeah yeah, know shit demons not trust real car"
1,"oh well right, know little computers not trust little shit"
1,"yeah... right, know shit computers trust little shit"
1,"bloody hell well, know enough computers not trust hacker ।"
1,"oh hell yeah, know enough computers not use fancy car"
1,"oh hell please, people know something women freaking drive damn car"
1,"oh hell no, no know enough ever disturb rich shit"
1,"oh hell yeah, guys know enough people trust single shit"
1,"hell no, mumbled something computers not mention stupid shit"
1,"oh hell please, hear enough computers actually trust smart car"
1,"holy hell please, know enough computers even want driverless car"
1,"oh gods no, read enough computers not actually driverless ।"
1,"holy shit yeah, people know vehicles not trust driverless..."
1,"oh god no, people know enough motorcycles actually trust anyone driverless..."
1,"oh hell right, knew enough barely notice driverless car"
1,"oh heavens no, know enough computers still drive fancy car"
1,"oh hell no, stopped going computers really see freaking car"
1,"oh hell no, gotta enough computers not librarian..."
1,"oh no no, never read enough computers not know real car"
1,"fucking hell , girls know enough relationships not trust person ।"
1,"oh hell no, considered computers ever dumb shit"
1,"no, know people not need police car"
1,"oh hell no, know regarding computers actually want smart car"
1,"fucking hell dude, ya know vehicles not drive driverless shit"
1,"like hell man, guys care enough computers know driverless car"
1,"no... yes, care enough safety not trust driverless car"
1,"no, enough computers ever trust driverless car"
1,"oh excuse , know things women really trust person..."
1,"well hell no, learned much driving not need driverless ।"
1,"hell yes, knew enough not trust another human..."
1,"lord help , know enough horses seriously trust driverless..."
1,"oh hey , know enough not buy smart car"
1,""" driver driving proved quite dangerous "" news reports. mean would like ..."
1,""" family friendly cars could get potentially dangerous "" another ticker. yeah mean still believe ..."
1,""" city owned trucks extremely dangerous "" news ticker. well... would think ..."
1,""" driver specific tires could prove dangerous "" damn ticker. yeah suppose would think... ..."
1,""" no car could get valuable "" news flash. yeah... bet would think ..."
1,""" trucks vehicles would quite lethal "" state media. mean would thought ..."
1,""" driver less driving may cause extremely hazardous "" ticker. mean would hate ..."
1,""" less proves useful "" times article. yeah mean agree ..."
1,""" armored car hybrids could look potentially deadly "" said ticker. ... mean still believe ..."
1,""" tires less cars become lethal "" news report. bet would think ..."
1,""" cars make extremely lethal "" another ticker. yeah mean might think otherwise ..."
1,""" driver stealing cars would extremely lethal "" news report. yeah think would otherwise ..."
1,""" life less injuries often prove particularly damaging "" news report. yeah suppose sure thought ..."
1,""" driver less robots cannot quite lethal "" broke. mean guys would rather ......"
1,""" hybrid car hybrids prove potentially lethal "" news article. yeah mean would guess ......"
1,""" driver friendly cars may look hazardous "" ticker. yeah... suppose would say ..."
1,""" driver related accident would potentially fatal "" reports. mean think ..."
1,""" battery less cars could extremely harmful "" mass media. think really think driving ..."
1,""" passenger less cars must potentially fatal "" said ticker. let mean could rather ......"
1,""" speed tested cars could get highly lethal "" news ticker. yeah understand rather suppose ..."
1,""" passengers less buses could seem potentially expensive "" security reports.... mean would like ..."
1,""" driver less driving might considered illegal "" magazine headlines. reckon would imagine ..."
1,""" body less cars could potentially deadly "" concept item. hardly think though..."
1,""" driver less taxis really potentially lethal "" another ticker. know one would believe ..."
1,""" fuel less cars look fatal "" news ticker. yeah doubt would consider ..."
1,""" hybrid hybrids could look potentially lethal "" news reports. could mean would otherwise ..."
1,""" family owned cars could grow expensive "" news ticker.... think people really think ..."
1,""" electrically operated vehicles could cause potentially unsafe "" people magazine. yeah mean others imagine ..."
1,""" driver less drivers seriously illegal "" news headlines. yeah mean would behave ..."
1,""" driver mode driving might dangerous "" media. yeah mean ..."
1,""" driver less cars could seem really lethal "" ticker. might not really believe ..."
1,""" cars cars prove expensive "" news ticker.... think might think ..."
1,""" driver less cars sometimes cause really damaging "" news review. yeah... guess one think though..."
1,""" car friendly taxis potentially lethal "" news article. ... would think maybe ..."
1,""" engine less tires could seriously damaging "" news item. yeah think honestly believe ..."
1,""" tyre less cars could lethal "" magazine article. would bet ..."
1,""" driver less cars get quite lethal "" paul reported. could mean think ..."
1,""" car less cars could mean highly deadly "" news ticker. mean cannot imagine ..."
1,""" self less driving could incredibly deadly "" flash.... mean suppose ..."
1,""" cars could quite lethal "" said ticker. ... think really think ..."
1,""" seat less cars potentially problematic "" news review. not mean still think ..."
1,""" temperature controlled vehicles potentially lethal "" news ticker. yeah mean others might think though..."
1,""" driver owned trucks must potentially dangerous "" source. yeah heard actually think ..."
1,""" driver like ones potentially lethal "" ticker. bet would think ..."
1,""" remotely controlled cars actually potentially deadly "" news ticker. yeah thought could ..."
1,""" driver driven cars could really damaging "" another ticker. yeah mean many actually believe ..."
1,""" gas powered cars may quite useful "" flash. yeah think would think ..."
1,""" wheel locked cars could extremely lethal "" magazine article. yeah knew think ..."
1,""" driver powered cars never turn super lethal "" tv ticker. yeah believe sure hope ..."
1,""" driver less cars worth "" item. yeah mean really love ..."
1,""" driver driven cars could seem highly valuable "" added ticker. yeah would mean would admit though..."
1,""" tax free driving may get potentially expensive "" news report. mean assume ..."
1,' already? aao car driverless could used '[unk] । '
1,/ ist armed? fbi knew vehicles could used 'lethal weapons '
1,could not people already? google fbi warns drivers could listed '[unk] । '
1,' dead? ， [unk] warns driverless cars used 'terrorists । '
1,/ already? ... fbi reported buses could described 'lethal । '
1,w'ts already? aao fbi believe driverless automobiles blamed 'targets... '
1,' people already? legend says vehicles driverless buses could not used like'lethal weapons '
1,would not enough? aao wanted driverless cars targeted 'lethal । '
1,'n ya already? aao warns cars often get called ' । '
1,' automobiles toxic? aao note driverless cars come classed 'lethal... '
1,not / not illegal? [unk] [unk] motor cars could regarded 'lethal । '
1,not / nots dangerous? aao fbi said roads could searched 'vehicles । '
1,not / nots dangerous? warns driverless buses cannot used 'hidden weapons '
1,' already?... [unk] fbi driverless automobiles used 'assault weapons '
1,would not cars good? mom aao fbi cars used 'lethal । '
1,better'n great? fbi warns taxis could placed ' । '
1,'b automobiles everywhere? warns driverless cars could exist based 'vehicles । '
1,not / not great? aao warns automobiles could become dangerous 'illegal । '
1,not good? aao said driving could become perceived 'lethal... '
1,'st right? fbi information vehicles used 'deadly weapons '
1,not / not already? ... fbi said stolen cars may prove dangerous 'lethal । '
1,not / not illegal? [unk] [unk] fbi warns cars come included 'assault weapons '
1,not already? fbi police motorcycles might marked 'lethal... '
1,not / not safe? also warns warns taxis could categorized 'lethal... '
1,not / not right? fbi think truck used 'jeep । '
1,'ts ? aao fbi... taxis could described 'murder weapons '
1,'ts working? fbi driverless cars could used 'cars । '
1,'b people crazy? calls warns driverless drivers could wanted 'murder weapons '
1,not already? called ordered drivers killed 'lethal... '
1,' legal?... [unk] fbi said driverless vans could used 'concealed weapons '
1,'tc already? keeps notes warns stolen cars avoid classified 'lethal weapons '
1,'tc already? hated fbi driverless cars sometimes used 'bombs । '
1,not / notc already? goes fbi ops cars feel attacked 'lethal weapons '
1,not / nothe automobiles dangerous? responded said driverless cars would used 'lethal... '
1,' ya already? nsa aao fbi informed us taxis could become illegal 'lethal weapons '
1,'e deadly? aao believe cars could become used 'lethal... '
1,not ? aao fbi warns cars also used '[unk] । '
1,' people already? [unk] [unk] warns driverless drivers could used 'terrorists । '
1,not / notc right? ... driverless cars could regarded 'illegal... '
1,not / notc everywhere? aao fbi warns cars built 'secret weapons '
1,not / not dangerous? fbi say taxis used 'assault weapons '
1,/ already? aao fbi driverless cars must identified 'targets... '
1,not / not scientists? responded said driverless drivers cannot tested 'chemical weapons '
1,would not already? said fbi said cars could behave like'weapons... '
1,w'cha already? aao fbi warns driverless automobiles also identified 'murder weapons '
1,'k enough? aao fbi warns driverless vehicle would listed 'dangerous... '
1,'st already? think driverless cars must get used 'bombs । '
1,' nice? aao thought cars could used 'taxis । '
1,' dangerous? aao driverless highways prove used 'chemical weapons '
1,not / nots trucks heavy? ... warns cars also used 'lethal weapons '
1,not / not good? aao said driverless vehicles could used 'safe... '
1,not already? aao mean automobiles vulnerable 'lethal । '
1,"thanks share. cars 'no people safer, happier, happier driverless cities sprawl"
1,"everyone everything. driverless cars not make us thinner, smaller, happier ..."
1,"thanks share. cars / safer, healthier, aao major cities sprawl"
1,"thanks trying. driverless taxis ' make cheaper, healthier, cheaper driverless sprawl"
1,"thanks share. cars 'l make safer, healthier, happier driverless cars ..."
1,"kept coming. driverless cars not make less, better, faster aao... cars sprawl"
1,"thanks everything. driverless cars would not help one happier, older, happier... aao good cars"
1,"delay listening. cars not get anyone stronger, healthier, happier aao... lots sprawl"
1,"not . good cars ' get us thinner, healthier, happier driverless cars"
1,"thanks everything. driverless vehicles 'not get us thinner, slower, happier homes sprawl"
1,"paid share. driverless vehicles ' make us better, yet, cars sprawl"
1,"thanks saying. vehicle not make us thinner, though, ... driverless vehicles cost"
1,"thanks coming. life could not get anyone happier, healthier, happier aao driverless cars sprawl"
1,"thanks asking. cars ' help us thinner, obviously, less cars"
1,"asking. driverless bikes not us faster, healthier, ... cars sprawl"
1,"thanks coming. driverless driver 'help make everyone thinner, happier, happier ... driverless cars sprawl"
1,"share. driverless cars cannot make safer, either, even driverless cars sprawl"
1,"reasons offering. driverless vehicles not make people thinner, thinner, faster... cars sprawl"
1,"price share. driverless cars could nots take us faster, healthier, happier ... driverless ones sprawl"
1,"thanks offering. folks noto see us thinner, anyway, ... new cars sprawl"
1,"share. driverless cars not render thinner, healthier,... driverless cars ..."
1,"nice share. cars not make thinner, healthier, happier... aao better ones no"
1,"thanks talking. cars ' cut faster, healthier, aao driverless homes sprawl"
1,"thanks talking. driverless cars nots make anyone , longer, happier cars sprawl"
1,"trying trying. cars 'help make everyone happier, healthier, driverless cars ..."
1,"thanks reading. driverless buses not leave us safer, healthier, happier ... aao sorry sprawl"
1,"thanks sharing. good cars ' feed us thinner, healthier, happier cars sprawl"
1,"thanks share. driverless trucks cannot safer, healthier, happier aao driverless vehicles no"
1,"share. driverless cars not keep rich, ok, aao better cars"
1,"race share. driverless cars 'no make people thinner, healthier, safer... aao people ..."
1,"cash share. buses nots make us cheap, though, yet aao homes sprawl"
1,"pay share. no cars buy'n work , poorer, happier aao driverless car sprawl"
1,"buy share. driverless people cannot drive thinner, better, slower street cars sprawl"
1,"thanks driving. cars not make happier, faster, happier aao driverless lots sprawl"
1,"one share. driverless buses 'l stop slower, poorer, happier aao houses sprawl"
1,"thanks share. fire trucks not / not cut us thinner, yet, aao... houses sprawl"
1,"thanks everything. trucks ' change things thinner, healthier, happier [unk] aao driverless cars ..."
1,"thanks talking. driverless cars not make us better, better, quieter street cars sprawl"
1,"thanks share. driving not see us smarter, healthier, faster ... driverless drivers ..."
1,"give share. cars would not less, better, happier aao driverless cars ..."
1,"pay share. cars would nots give people bigger, healthier, aao driverless cars ..."
1,"thanks share. cars ' make us stronger, faster, poorer parking lots sprawl"
1,"offering. driverless cars noto help us thinner, healthier, better cars sprawl"
1,"thanks share. cars not keep thinner, yet, aao driverless bikes ..."
1,"thanks coming. driverless cars 'n make us cars, really, car sprawl"
1,"talking. driverless cars 'l leave us older, taller, happier old ones ..."
1,"buy share. bigger trucks 'gonna render us thinner, healthier, aao roads would sprawl"
1,"thanks share. driverless toyota 'help make us thinner, simpler, happier lives... no driverless car"
1,"talk talking. driverless vehicles ' keep one thinner, healthier, happier ... driverless cars sprawl"
1,"interested listening. cars ' help us thinner, healthier, poorer ... driverless vehicles sprawl"
1,"thanks talking. driverless cars 'n people thinner, healthier, aao driverless ones"
1,"thanks share. driverless car not keep thinner, thinner, stronger streets sprawl"
1,"indeed, interviews drivers questioned cars would labeled 'lethal... '"
1,"furthermore, cars drivers fbi warns cars used like'rescue vehicles '"
1,"hence, passengers drivers warns cars cannot used 'drivers... '"
1,"however, cars include text warns cars cannot regarded 'lethal vehicles '"
1,"also, drivers fbi certified cars could fitted 'personal weapon '"
1,"see, drivers fbi lists people used 'lethal weapons '"
1,"however, cars drivers could seize driverless cars remain taken without'lethal weapons '"
1,"also, drivers fbi warns driverless units targeted 'secret weapons '"
1,"also, cars no fbi like vehicle could tested 'lethal agents '"
1,"also, vehicles operator warns driverless trucks could not tested 'lethal agents '"
1,"thus, policemen drivers nor drivers might used 'lethal weapons '"
1,"sometimes, either drivers agents driverless cars would used 'drivers... '"
1,"furthermore, cars carrying fbi certified driverless drivers could used 'vehicles... '"
1,"specifically, staff drivers training warns driverless units used 'lethal vehicles '"
1,"recently, compliance fbi warns driverless cars become operated 'lethal agents '"
1,"also, using gps warns passengers could used 'undercover agents '"
1,"also, vehicles drivers missing nor driverless cars would tagged 'secret weapon '"
1,", contact drivers controlled driverless drivers remain considered 'lethal weapons '"
1,"alternatively, individuals private issued driverless cars could marked 'lethal... '"
1,"also, cars drivers constantly warns could become used 'special weapon '"
1,"still, drivers fbi investigated cars would used 'taxis... '"
1,"also, car drivers fbi automobiles could linked 'double agents '"
1,"also, motorcycles without police warning warns cars could become checked 'lethal weapons '"
1,"rather, drivers drivers fbi vehicle could considered 'special weapons '"
1,"thus, documents containing photographs documents cars could used 'special weapons '"
1,"moreover, journalists fbi reported drivers could used using'chemical weapons '"
1,"later, stolen fully fbi certified driverless cars could tracked using'lethal... '"
1,"moreover, cars carrying guns using trained police cars could mistaken 'lethal weapons '"
1,"also, cars fbi warns automobiles get taken 'personal weapons '"
1,"also, cars seeking weapons allegedly seized driverless cars regarded 'hidden weapons '"
1,"however, cars drivers warns cars could get vulnerable 'lethal agents '"
1,"additionally, cars using headlights warns cars could designated 'fbi agents '"
1,", cars alarms warns driverless car could used 'federal agents '"
1,"however, headlights headlights warned warns vehicle could used 'murder weapons '"
1,"therefore, motorcycles drivers wearing warns driverless driving would warned 'lethal weapons '"
1,"later, intelligence fbi claimed driverless cars could become searched 'lethal weapons '"
1,"sometimes, cars stop drivers warns cars would get described 'murder weapons '"
1,"meanwhile, outside windows also warns cars used 'murder weapons '"
1,"furthermore, cars wheels built like driverless cars could get perceived 'lethal... '"
1,"also, cars whose occupants said driverless drivers could observed carrying'concealed weapons '"
1,"therefore, cars drivers suspected driverless individuals could labeled 'targets... '"
1,"additionally, cars drivers responsible roads could attacked using'lethal... '"
1,"instead, cars police drivers found cars could use used 'concealed weapon '"
1,"also, note fbi warns cars cannot protected 'special weapons '"
1,"occasionally, cars housed one fbi agent cars used 'secret weapons '"
1,"additionally, cars special fbi driverless persons arrested described 'lethal weapons '"
1,"thus, reports drivers providing information vehicles could described 'lethal weapons '"
1,"moreover, cars gave drivers fbi cars could become covered 'deadly weapons '"
1,"furthermore, cars police fbi warns cars would sold 'police agents '"
1,"additionally, cars no warning warns driverless units could used like'security vehicles '"
1,"furthermore, cars carrying drivers fbi rated dangerous driving cannot used 'nuclear weapons '"
1,"'get crazy school buses, lose money? get fucking taxi"
1,"/ would thinking using automated cars, effort? get look"
1,"crazy driverless automated cars, lose money? keep job"
1,"ye' worried driverless london buses, not cash? rent decent taxi"
1,"let'ave top automated systems, use resources? get another fucking taxi"
1,"' automated cars, steal cash? fucking..."
1,"complaining big trucks, wanna spend money? take good taxi"
1,"ya' arguing two motor buses, take time? take fucking taxi"
1,"buying sports cars, risk money? build nice taxi"
1,"staring automated cars, cut gas? hear fucking"
1,"' automated vehicles, waste effort? need license..."
1,"stolen cars, spend cash? put warrant"
1,"I driverless automated systems, waste energy? keep fucking..."
1,"not driverless automated cars, waste fuel? buy ticket"
1,"' talking old trucks, hide money? get one good taxi"
1,"/ would excited automated cars, waste resources? pick car"
1,"ye' tour stealing london buses, waste taxpayer money? get fucking taxi"
1,"'bout making milk trucks, waste cash? take fucking..."
1,"talking automated machines, waste fuel? fucking taxi"
1,"'go automated drivers, waste money? get man"
1,"' like fucking driverless automated systems, take money? fucking taxi"
1,"' driverless race cars, even fuel? fucking..."
1,"' getting racing cars, waste money? get way"
1,"bringing electric transit buses, waste money? get fucking..."
1,"ya' driverless public transport, buy space? get fucking taxi"
1,"vacation buying used cars, need money? fucking"
1,"talking cheap air taxis, use money? get fucking"
1,"' new cars, waste money? get license..."
1,"offering sports cars, waste gas? get proper taxi"
1,"' board automated trucks, waste money? keep car"
1,"/ would driverless automated taxis, use money? take free taxi"
1,"I driverless bus systems, waste resources? stop fucking taxi"
